item,price
b493572f-6a3e-4209-aa70-d78b00d67af7,149.95
8165d043-e1a4-4c42-9336-2f895de87c98,98.17
aa195f51-0296-4f19-b43a-707ae2626485,279.26
bc4b8811-aead-4845-984b-68dc0f9dfeca,118.86
33afc5eb-caf4-4b96-8bfc-794db27fec93,139.44
37f2015e-0aa3-4f5a-82a4-81e2645d092c,952.91
405d9008-9270-4d47-96f7-9db9c67893da,931.41
8ceafb60-cecc-443d-b6bd-44dee4138b84,966.34
a62ed514-599d-4872-ac58-2807e45632d6,229.99
f53a8954-b696-4eb2-be52-d26e4fb7d8f7,25.79
4ecd2eb5-50e4-44e7-b040-00166201607a,267.64
a7e0f046-5bdf-4456-8f02-39d71c2e1055,195.29
10e7a57b-bc85-4201-8a45-f761318b5416,847.21
5b3cdc6f-feaa-4af0-8cd7-1a6600b02314,38.48
4bcdea54-e05b-43b6-89de-7a44470bc521,674.90
b4b0c1be-ad51-4d45-a598-4c32727e7606,317.90
0cf49ed2-79d1-42ac-ab3a-dbf56a8feb76,715.71
dce7d952-7785-47e7-8d82-6c348820f342,525.86
eb662a18-a22c-494f-8cfc-a0bcf6d41612,743.25
59e16ccb-cfaa-465b-804c-20619d7357ec,107.19
584e79d8-1553-4c40-9073-87b54981190a,885.63
ddef1f26-b3c5-43c8-95e1-ed5902cd9ed9,94.98
b15dc391-4e36-4b14-8875-f48710233fbc,981.10
9db141a9-4fbd-4ce1-9d80-6213dd3be217,662.96
f69a7722-057a-430c-b852-2cd5f5b558e3,822.74
d3d51c8d-33a3-4663-9db0-71465c2ed4e4,884.63
616e04ab-cbe2-44b1-b4d5-430c0d3ea6bb,247.5
eb3267ea-c693-41f5-98c7-456e9bfa6c3b,431.5
253c9057-54f2-4174-b50c-5c220d8f3a87,121.66
ac0ed7b1-ae4a-4206-96f0-942b933f437c,888.63
f6dc6f8e-3fee-495a-a669-8a4c37429fa4,208.76
48fb78d9-32d8-45df-aae7-c83e498cdedb,781.46
2c46b936-0763-442e-ba70-df435098889a,61.38
d9b1ef79-3e00-4842-87d6-2da1e511da4e,798.70
c1fa057d-e541-4328-8585-79fc00b0b768,896.84
8ab208fd-e4da-435c-b931-86564485a1ad,19.84
42f692b3-8e39-41c0-925a-f64c4b7fb73c,536.77
76d864d1-bd6f-4c9d-9124-0420bd6abd74,685.37
d16ea42f-182d-4a6d-bc5b-efc01fa84f08,240.8
0d26844b-e02d-487d-9b20-47c8e63b93f5,134.83
4ad861f6-04df-4dd3-a998-e6c41e02fa9d,12.16
d2548ee2-2cf9-4c4f-b300-62ebb63a2c33,762.81
0bd2a9b2-7a21-44c2-91b6-529ad0eeb20c,391.98
9f4b76ce-55ca-43a8-878e-9b49cab395c5,428.27
313b1bdc-ad7a-43f3-9dd2-334d977b61ad,547.2
b2eb29d2-a3e8-4efe-a42f-3b6d48349541,234.60
238609d5-118f-4b77-afeb-6dccf0c79f1d,770.55
8495b429-42f0-49b5-a0eb-fc1cb5ea86a5,422.54
45b8dda0-c98c-4300-99ff-6ccdabb1f079,918.54
5b785136-3e20-4494-a259-9183773969ad,804.64
bac4881a-ca1e-4366-8b33-ba18fd6339db,819.99
7e012a83-4559-4279-8fc2-b73764848710,100.86
67f431e6-2b73-4e86-b62f-c52eeb3d575b,800.9
83332132-4dcb-417e-8f3f-227e5525f0ef,823.24
6ae5c778-3e89-4ff5-ad30-914bd5b39945,360.55
a515fce6-0291-4010-815a-99ce89b9c8d9,872.67
10dfca1d-b88c-4cf0-b6e4-bd753c06163a,84.84
4acb1c8c-9a27-4cae-97f5-2b4bcabaeaa5,108.56
9b2db231-b3f9-4401-872d-2842b9bfc407,230.44
2129b263-1ce3-4a73-be43-64cb135c1cc6,405.33
85ee0e6a-8729-4d48-9dc4-0587b410adaf,590.50
bfd732bc-2269-40cb-886b-8e4f27208f2e,723.83
456bac3d-20b4-4c76-ae9c-0578d56e040f,611.33
6a164913-121e-472d-896f-de616bb2e0eb,304.40
31cbd61c-86f7-4ee5-bf8a-fe58c2858018,960.96
1061e467-e113-4fbe-a2c7-51c45260fbfa,412.54
38553155-3e25-457e-8734-f58c15e10752,404.4
72a37a5f-c2fb-4964-830c-c772db36a0a2,685.86
4ef35314-958d-40d7-b824-c465adf40ad7,806.71
0ebb720f-4395-4ab8-ab5f-6b998caa5110,88.49
eb53f363-8bec-4cab-b1ad-656db503d596,873.8
0248e6fa-0871-4dd8-85e6-bbd4af5dc867,427.61
1bdffe3f-93da-483d-b1e4-1154bddccbf0,925.68
b873a282-cd8a-49b7-aa7e-61ba088c2635,382.72
f7a5d0ed-ad65-4bf5-b66b-bfef562d0385,61.43
c2d9d086-9d85-46e2-afe7-c18b6ac22709,704.77
08f16e8f-bd92-4fc5-bac5-284af20f32e1,724.52
1991c452-ffce-454f-b91f-bac9a10fb34d,496.88
d8113ec5-90fc-415c-baee-7df5fc581c87,724.63
7da89b01-8e60-48dc-8d58-561952a952ea,643.61
e1b9b8ca-9e54-4c18-a118-982267486a42,333.40
6cc08954-66f6-4134-a0b0-0a01e1ba0871,466.56
76a1c76f-ac0b-41bc-a636-9416f70a2d69,119.54
4e07ec84-d2fc-464a-bd17-17d3d32c1a55,352.57
7d3dcf89-cfc4-49f1-a6ad-74b8dce9b6be,377.72
cf243840-8800-4fc8-8b7f-608767095944,832.12
d8221319-2d68-4dec-be84-3bc9fcedac00,352.8
5d5c32d8-79f1-4dcb-96ae-a11422679d89,94.89
5d3dfa59-d114-474a-968d-276e43799af7,937.35
c708c471-1275-48be-bf71-e90fd4d4ec05,31.24
9737b475-6b7c-40e7-988e-f7dd349e57bf,216.91
bca6a28e-0f73-4285-8761-c5b38b0821ec,960.87
78ee9e18-a849-4cf4-83fa-a3c38b47c5f9,821.83
404f94da-9cb7-4927-b956-d723bfb4a078,749.0
207d0c8e-a149-406c-b7bd-933ed2a5a913,66.49
c3494f68-6dc7-4d9e-9dbf-c6b5948a0b17,995.3
62bcc18b-eab9-4afe-adda-ad3115e59de2,389.76
3813d7c3-266e-49ed-bd54-5e7c37f749aa,982.4
f74a79ab-d396-454f-9ce3-d89cf3cf28f1,281.41
341366fd-8f68-4398-9983-1da3c22f21c0,478.54
28e78d71-d49a-4f70-8a95-172ddab69d30,941.34
421607b5-402a-4a26-8f25-51d206ecffa6,280.88
b7b8de62-69d9-470a-9822-43f7d1124c0b,416.13
093f1e19-0415-48f9-833e-edcd366446c3,620.77
511a1b04-2050-461a-a11c-0a9114ae740f,25.27
4dce3533-9e0d-43c9-bd74-3504276b1ef2,401.66
5616cd68-3830-4755-a6ec-8f6742f1752d,358.16
84a40c4e-d593-4316-8aaa-7244fc0a67da,942.88
c46f0b06-07d9-4287-8cd8-a8d23955455d,509.20
d15e3c73-bbca-45da-be16-b3c5d6cf90ca,171.65
27ec9392-fe79-4552-890f-4447b0a80fde,694.76
c52465ee-4d49-4f05-ad18-105312158349,676.1
e624316d-ae4d-46e6-973d-59f34cb83ac1,855.23
4d2a14bf-5755-4366-8f60-521ef7f78681,829.23
abe2b10f-6cea-42e4-a014-775032a854ce,233.93
a35cef95-205e-4e30-b184-559238c302a0,60.51
fcb8b685-d6b0-4b2e-b42d-7cc19eba2c66,267.5
fabb0839-9eb5-4f43-b640-2ad991022324,813.18
31bbec42-a205-46db-a88e-9ef335d6560a,979.59
82b78c01-b6d7-435d-b1c4-718d24babd7f,330.2
79bb4875-65a6-4877-a48f-da3d5b1f786b,281.27
93e1bd9f-35c3-40fc-81a1-45dc49f88e66,805.95
37f82edd-573b-4d8f-a601-086951bb4a66,798.73
a8a85177-7d1b-4a21-a3ae-14381744e364,362.59
95dd7d7a-574d-4e2e-bc44-0d27e7b27e95,67.71
c8fe32a0-b36d-42c0-b384-a46f8811add1,608.98
9681f176-dd35-4663-8b0c-9aac1f38e5fe,722.73
c4d9d4bf-50f5-4b3c-bfc4-9dc3e1ec6598,327.63
1acef94b-4169-497a-bf98-1bb7d839bd9b,891.46
07ddd66b-e17c-40cd-9357-8da53b516c25,207.33
234df68d-e18a-4dcd-b74e-5139779f39b3,26.84
05bb3067-1bf4-4c3b-b1ee-05e81af8916e,909.59
a00a8b0a-c5b1-45f8-bd63-082082a1ccd6,366.40
fd383ac5-02d9-4009-bbf0-e52d663bbf32,771.9
021de439-972c-4d3d-be89-2ad8c4a65e2d,607.98
1cc6f787-08f8-4b80-a8a8-03cdbe8fab99,829.50
d36450e4-6912-4cad-8f8d-d9c562f85ec2,906.3
c1d01e87-60fa-4cfc-9af9-856df137c277,295.68
c8d78f24-6e36-4ea6-b602-540fafa1051b,522.30
a6fd4f83-93ad-4418-94a7-ff842edf9338,965.87
ef1593c2-8e97-4584-9e01-56fecd7973bb,607.84
67f59b99-1dc0-4811-be6a-bf1d0607b9a4,553.38
8b671ecc-fe88-4213-bd0c-e62ba847c186,337.87
7c3cd1bb-64a9-46ad-a8a5-130da9232797,705.3
03342d11-0439-4ed5-9b2d-2b6ab1d554a6,389.3
de7b3704-705d-4e51-9401-47b4b3080835,605.25
4c084889-7c01-49ba-b07e-2850b352a4b9,616.44
5b8c5a81-fbe7-48d2-9c90-3f0101b8b058,63.32
860d8ec6-02a1-4c32-8634-b7d4ed0c255d,70.85
b532d65b-40d7-4c24-a296-a66fba4c832d,676.32
e73fc28b-79c2-4c97-956d-8330b37ff8e6,900.16
68570733-6176-43d0-8fe0-568c6e34af0c,620.36
90b5d343-d6b5-4038-8fd8-1eee1281d3ae,506.61
12f2efa3-a9c8-4bb3-b2a9-ef0534e4bb25,560.2
5209b966-2244-466b-a0ea-a14dd8104308,140.71
a4c69ec1-17dc-4975-8c54-65752f10bcd7,680.23
172eff13-3093-4233-b561-14809a7b8e94,341.68
558bffdf-81c9-4814-b5da-d91b6f749f55,118.17
888ff4e1-5aea-469b-82fb-23f7ac95f633,216.1
930fcf13-f65d-4ef6-bbe8-edbb195baa5e,700.62
ee2a4620-110b-4254-89c3-05f597987c84,756.15
9e8d2415-99b6-41fd-abbe-877a749826fa,574.7
d5a1de2c-dc22-40f8-91d0-061ebc7a51fd,480.84
57379bc8-3882-44b6-831c-4a3a991860c6,736.62
c37affe7-9b55-475c-9669-d58b7822507a,332.61
036966d4-4b67-46fd-82b6-bb7cdc31eb87,597.31
c17fea0c-0d6c-48b7-af8d-60ee7226df04,464.83
1fee03a6-d711-4a25-9820-6d27bbda5a15,523.23
135b185d-850b-4a28-8845-792fa431c9c0,349.15
2b672fde-b32d-4bde-b3cf-65611f04bee3,770.5
42306739-4624-4aaf-9704-505ff67b8d29,32.80
c58dca05-d686-4e84-ae4f-e30bfdb0b5ca,692.48
e981abd1-4627-44f7-b6b5-490ffa7c82c1,931.64
92da0b5d-daed-4bd5-ab4c-36cf1dfc697d,370.4
dbf0698e-7322-4d6a-9b37-1d41dac95a14,463.36
d5d593c4-2f15-4e31-9fc3-569b36a8a1dc,815.21
a1f349af-0215-4ca9-8ab0-30e079ba09cb,22.6
95762b25-a210-42f4-8f6b-38ad491cddee,842.15
3802aa75-28d3-4707-8b82-aa53da2d1743,694.88
25f4d5d9-3f7b-4863-ab50-9f1a3673f158,563.45
302ed0b6-afb1-4721-b8b5-c3045b41097b,314.11
32ae9216-b740-4c06-95e9-7d688cbca6ff,145.68
aadba7a3-7909-48bb-abba-484d50ef0c2e,444.53
34c9e30c-58aa-4c1d-9bef-87f9c4ad8b0c,761.11
a227c4e9-c801-410f-ad96-fe2945fff523,295.56
34fa948a-3cde-4deb-89e4-7288cb32faf5,328.30
47c818e6-78d0-47a9-ab68-55ae18391a41,251.17
45f00d43-fe35-4cda-9fac-71b5571497ab,228.30
5946d1fd-c9b9-402d-973f-f92cb4350057,129.46
55622f33-1d52-4fc1-9abe-58023dce7319,606.60
b21feb7e-eb40-4b3a-a0ee-85b1e5ac7c29,662.70
6a7f6d3c-2dd4-4aeb-b904-05c3a6360a08,911.69
6212f6fb-b7ec-4a22-a907-1fd56506918f,755.30
a469ea1f-22b9-46f9-85ee-ee940664baca,406.87
040b596a-1555-4197-90d4-10b877303c28,649.71
00b448cc-968b-4b22-a119-24ab6ea3e000,800.3
79382507-66c4-4c77-9ac0-1f45c6fb079a,290.65
04a1da28-07b2-47de-ad8f-e2d8c4324a62,351.40
8e482d0a-9ca4-45bd-b6fb-d5c0cb5b10fc,169.36
a0f8fdf1-b56a-4a0e-84eb-7e456505c5db,65.98
8411e885-e59c-4f06-b066-c101100cff3f,178.61
c5f4803d-1a06-4200-8306-b0b3f57d543f,716.32
07d20c37-d4e3-4872-9033-212e675a4a29,477.53
fde0f46b-c14f-4735-960b-199f58e9cc66,721.1
44c0d1e3-9a8e-4ffe-b5c6-4b4bfc6d4f0e,968.94
c6281010-5b14-4be4-b1e1-84af83ec6228,769.32
e9b1df0b-40b5-480d-8088-58ac3fb2f0bb,722.83
768621b0-f45b-4c01-a41f-5cfff29dc39d,365.55
d1a410fd-5450-497e-8b7d-0e256608ded7,165.46
4b6072b8-2c38-4237-963b-d7e4326144c9,649.60
46d56580-4433-4ceb-a46a-7e2ef4388471,531.59
3185ace1-8ad5-4b3a-8bdb-bd4063ea1738,80.9
d25c62b6-c59c-481c-be8a-49a8db751d75,875.78
4f53dab0-0a3c-45d0-8a94-4c2d1a342588,944.0
acc6f5c6-c228-4f49-b446-fed20bced582,440.57
e38f62a7-bf96-475d-9f0c-c8bb0fabf5a4,828.36
20b6df2f-7db6-45fe-b8c6-8a022738f0f7,38.96
964f2994-d616-4b58-adf0-db4b9f76994a,419.85
395e7892-8f21-4a38-b715-f425c9e7bbd5,957.52
62dd845c-dabd-4e98-9951-54e7e34522bb,101.74
74f43168-679c-474e-8e79-ce99e8ad8e32,981.27
76d3012d-b2cb-4216-a714-c669622d54f8,794.70
43ca7847-7b71-4df3-8ad1-b1c9af97269d,869.17
b1e5c5f6-ce46-47b3-bdae-38a02ff5e98f,69.51
988139da-61bf-402e-a8c7-061e76546b90,695.39
8dc6337f-f7d4-4dc4-a67f-f466ca54e24e,677.92
5779df82-2c69-4d38-808c-ee09fefd6d53,180.26
a400ceea-f152-4a60-85e6-309486696b5e,5.67
afab4ad1-a143-4845-90d9-18d8b3a6603e,599.98
5af74a9e-4b95-4cfc-911c-d36528fe0b9a,656.20
c8f6b816-4e72-49f0-846c-7a85940e76af,810.86
df05612d-0647-4c79-baa4-bac9e0536418,229.11
651f6caa-3270-40f0-8c9c-a977ab765815,780.14
d31f62a1-bd07-48b5-9b5a-50119a7648c3,649.37
4949338e-b6d0-436b-a49b-ab4983452ad2,786.96
fd35e637-c2a9-4fed-ad93-e52d15aeb882,158.82
70eefac1-24d1-440e-be7b-beb830c04e1a,285.17
8079194e-cfc8-4c5a-8bab-7a91f18fa367,413.2
6f2fa69f-7c14-4779-8c23-523e8fc50a81,88.5
89326b76-3754-4f51-a54e-17f88b4c7d0a,983.16
0402a338-0dcd-46a5-aff0-ce0b4b1fae00,320.46
e21b9660-e302-4b6e-b93f-6aefd16e289d,346.98
56569d1c-0fde-4bda-b4c6-cce40343ba82,710.18
5fcb53b1-7e4e-4013-a97d-d74b8e0be40d,468.9
0a4fda7a-d1ea-461d-9bdd-945080560c5a,749.0
b5efe37c-f930-49f2-bc7e-0e7ca032224f,550.82
f2756954-3cd3-4c05-961b-21346d26a77d,492.0
154b73c8-38b3-429f-8a0e-8a2382749b8e,929.63
528cc70b-5693-4d0c-ba95-7919bb087d02,313.59
2fac82a5-2e62-4556-8efe-d07c2aafc14b,690.78
8bfdc5da-2e96-4324-924f-19b48652bf5d,794.75
798e7c74-b35c-4d09-b461-bfb09ebdcb68,46.76
ce9880d1-cb57-43a4-9d96-4f8dbd636809,181.42
b5bace63-3d2c-4a7f-b6f2-70e313c5cdab,665.91
5edc4015-b6a2-4144-bb81-63d2628ed9cc,522.70
062f0d19-c32d-4cbb-9cc7-e71d71c0d337,870.66
39e7b2c8-ffb1-4d8d-a92c-cea76fea661f,685.96
6520b5d3-c140-4246-8d77-c31af98f0848,4.49
07150983-aa54-4305-8a66-422cfb23021a,819.64
78b82c36-0ff2-4002-a368-e8f8e6f0a2c9,913.34
15633115-41f9-44c9-a459-65add7729b6d,770.57
5169b8c4-fd6d-4c70-b49d-f4edb3655a49,244.75
3a109a5d-2d58-4a6a-8103-5c01fc085028,994.93
9513bf77-10ba-4613-a210-a8b5d038d4a6,378.32
05df170b-9c77-4f37-9f9f-34cc220a8d7e,622.53
be4faa44-c6b0-4997-971c-72d14fb823b8,747.31
d7a0b16e-1cc0-4011-bd1e-582e12ea1396,735.8
bdf62239-fef9-4a80-8e4a-98668dcc8df1,519.93
f9d9e22c-c3a3-4706-bd05-ff007c76efb7,651.95
abaa3ddd-4708-436d-8473-dd7e6afe7dd9,239.20
e4e9ce56-ecf2-4094-809e-b17b2a3c66b7,480.33
edcd7192-2977-483a-a10a-15b5305a4fd7,510.30
653828da-8a0f-476c-aa7e-15464469c6ef,829.22
450c6179-9d2c-491e-9785-ae04c2d127fd,672.7
e835937d-b513-471b-991a-630049551ed2,464.83
404c19f5-c8fa-4936-89dd-8e5f83f53ef1,298.48
d60b0bea-a112-4337-b739-23bb610cc304,484.35
f0aa0675-e2c4-4c7b-b5d1-a0577f960c4b,450.67
727fe021-4dc1-4b2e-acf6-a719919aad9b,378.61
b075c355-6fd5-401c-ad2e-ce86a50042f3,535.19
f41637ac-053f-401c-bf86-ca55d2db9be0,547.39
6034cec3-704f-4da0-9278-48ae5712d60a,287.12
d017e9a3-15d1-4b79-9cf6-a2292c8c0fbe,582.27
0d18fb41-1bd1-414a-8c64-81b7b44f3712,322.31
868f70a6-4286-4b61-a26f-1ce0b5b0024b,728.21
08f52078-bd4c-4fec-929f-bc1f3bf01a13,978.80
5ed12bfd-6d7a-4b90-bfac-5eeeb9bd8a70,452.86
64b50425-9310-4415-85aa-b9a790bb1c1f,341.4
817c24dc-a733-4787-860d-4835a903ce6e,231.17
dd74ac51-3078-4f0f-9c47-eb99cd233661,832.99
838303f6-9584-47da-9554-587b098bfc2b,93.2
f331c7f0-5053-4595-b85f-35a8f1c0be91,998.50
c1f7b7d6-4277-4656-8cd7-50768b68d64c,408.25
753754e9-d7c9-49cc-ad8d-2cdd0712668a,218.97
4712fcf2-b04f-43e3-9c33-1c1c4f0a7801,728.38
65cae49e-2ed4-4b08-ae5a-c0a6b413c8cf,655.44
27bd9c7c-e065-4bd5-8ff2-cf2ba06935b6,785.56
89787fa1-f081-45e0-b790-29b36f7d1f2c,70.7
81e2fb6a-167c-44af-86b6-28f44ef08663,115.35
44eff8f1-de7f-4a2b-a8c5-8d181d1cfae3,283.67
56f2aa57-3024-4196-9c4a-4c1cf43f2879,803.9
c216d1d6-089e-4532-a857-c8dd6b1f4d1f,834.34
235aa16b-c03c-4b5d-986a-cc521213ab64,512.98
b279a595-6265-494c-8916-ac6f5ae173ad,196.29
32a16ad9-1019-44db-ac1f-a6a312615635,940.95
e433f555-4467-4032-8c92-c609ff8fbfb5,337.19
7d59e7ac-3531-4146-841d-813392326e15,6.52
77a55b6c-a02c-473b-9d71-c981dd908ee9,533.58
e62ea88f-42c0-4512-a807-504cc62f8f64,104.39
7005b589-8e1a-4f6c-8baa-ff59305edeab,817.0
df8ff862-347d-4e85-910c-7497e7278fe1,34.11
e2cf2188-d32d-411e-9832-a7290159c179,525.17
66510430-3c0b-4f6c-b41b-e33fff9fa88f,71.93
ec9dede7-3f46-47f7-9798-ac91aa89c233,816.85
94a58e4f-c1e7-4852-a128-64f945f70654,661.44
98e86510-d713-4829-ade7-1babd43fbfdf,711.44
1fb5adda-c5f0-4d5e-8aa6-1f40b5a3209f,941.81
3fec500d-8aa9-4536-ac12-e7f6c572796b,160.65
1c4c86cc-64ca-4dab-b68a-ee88ad7ee60c,407.74
8122c6d5-d36a-4589-8320-e32e2aa55be7,154.47
523b87b9-0df4-4d2c-926e-1c1ec642bbaf,414.35
988f2b96-c1e4-436d-a40f-e4e595523757,199.0
dba1e267-0dda-44b0-9628-02d43d55aedd,758.83
ef26f2b1-35af-4c8b-b8cf-977901330a25,806.65
9a2bb403-7b4b-4e5e-8f30-610760759c02,984.12
b99d58ca-6482-49ab-89d5-89020785f2a0,849.45
84db7cf9-69a7-4347-95d4-6803055194b9,857.22
57c70bc3-f187-4e1e-a763-b1747db41e20,683.5
e4744c16-e5e7-42f7-ad8f-b5948cdd636a,492.68
3e695a68-2d19-4667-bdb8-071cea664f17,291.40
be8dc150-e8d4-43f2-94e9-4d2fc5005258,851.16
46083d11-2b81-4510-b894-2a8db4905214,27.84
969b6ceb-5c48-438f-b7f5-a7d61277804c,555.47
822a647c-b173-4047-b337-922444b15334,81.44
2ffa389c-68c3-4e4b-9f99-a8776e6f594b,284.9
388ba4a4-ffd6-4943-ae48-a2813e5dc174,386.69
b86b0d2b-cd63-488f-9500-17674fd27a20,725.93
82b0d471-7850-4cd8-a677-49bd202acd34,874.91
a267d23b-44c1-4111-9851-2bc43c24094e,569.59
bb8d8f65-bff2-47da-82ed-cecf821e0bfc,516.5
c6580313-90ad-4357-8356-c2929bd6d8ca,528.27
13574e02-7c35-4f59-b6f7-3327330b836e,571.39
762e55d0-ca50-4be6-9385-796f0b0e1d8c,550.76
5094feb5-1dc3-4632-b6bc-487f66cb765d,805.58
a833ca6e-05d4-4926-b735-ce8959c32168,139.96
456dca6d-28eb-4b98-9778-7fa4bee32570,424.83
ac24334c-4743-4f4e-a3d3-f462b95f3946,821.91
0754fd5e-db02-4b97-859a-379b37d84ca5,873.29
262ec226-7004-4d23-82f2-abfd55c424e6,762.99
8c3e9f39-21a8-4993-8d23-f6e5d9913064,52.34
74d8ed14-f4e3-4bc4-8788-36be415b0e3e,468.49
bea801f8-6656-46a8-9277-91778dc84407,255.87
c0b9630a-6290-4466-95b7-bba9eb53953a,40.31
07ddb8c8-b4cf-45a6-8c7f-76d83eb8df20,635.38
3172df07-ee97-43ba-af3c-8ba356510724,364.43
6e1e7adf-eb04-49de-9888-f8fae22bc7da,792.25
d65296ec-bfef-4502-b393-80a7672e77b6,495.31
76073699-f7c2-47fc-8f3b-3e0f4036c739,94.1
c3c1d452-91af-4dd4-ad4e-cab98a360992,235.37
96517827-424d-4404-a85e-dcbad81da567,609.39
f0e36b02-686f-4713-8c70-95293428a7b7,306.74
e9f7dbb6-80da-4b48-bef2-0ad081d371c2,983.86
b310dbd8-2008-49ac-a9b8-92e1c0b76075,863.1
c8379d8c-3d6e-42df-b149-20e45bb949c7,705.80
4b093310-792e-42e7-9c88-a79c667d0b9c,558.38
d7dd51e9-a243-477a-b5d7-aad87ee94397,805.22
77678bff-c8d4-42de-80a4-510b5c83866d,117.3
96db72af-7bf9-47f2-ae97-e456ad789310,351.55
37d5438b-157d-4bd2-a061-0a05d66579dc,403.80
f58a3d5b-159b-4ac3-bbdc-e59d7ffc271d,851.69
416f7c00-1a3d-4811-aca3-58aaa5e1e1ad,988.55
be8979e4-83ee-417e-8410-19be2f4e00bc,355.87
