assembly_quantity,item,item_quantity,price
81,eb662a18-a22c-494f-8cfc-a0bcf6d41612,72,743.25
139,59e16ccb-cfaa-465b-804c-20619d7357ec,67,107.19
277,584e79d8-1553-4c40-9073-87b54981190a,12,885.63
141,ddef1f26-b3c5-43c8-95e1-ed5902cd9ed9,1,94.98
441,b15dc391-4e36-4b14-8875-f48710233fbc,55,981.1
61,9db141a9-4fbd-4ce1-9d80-6213dd3be217,1,662.96
455,f69a7722-057a-430c-b852-2cd5f5b558e3,76,822.74
456,d3d51c8d-33a3-4663-9db0-71465c2ed4e4,100,884.63
394,616e04ab-cbe2-44b1-b4d5-430c0d3ea6bb,37,247.5
277,eb3267ea-c693-41f5-98c7-456e9bfa6c3b,76,431.5
159,253c9057-54f2-4174-b50c-5c220d8f3a87,88,121.66
11,ac0ed7b1-ae4a-4206-96f0-942b933f437c,97,888.63
83,f6dc6f8e-3fee-495a-a669-8a4c37429fa4,48,208.76
367,48fb78d9-32d8-45df-aae7-c83e498cdedb,96,781.46
392,2c46b936-0763-442e-ba70-df435098889a,92,61.38
50,d9b1ef79-3e00-4842-87d6-2da1e511da4e,17,798.7
203,c1fa057d-e541-4328-8585-79fc00b0b768,61,896.84
16,8ab208fd-e4da-435c-b931-86564485a1ad,44,19.84
212,42f692b3-8e39-41c0-925a-f64c4b7fb73c,87,536.77
439,76d864d1-bd6f-4c9d-9124-0420bd6abd74,49,685.37
121,d16ea42f-182d-4a6d-bc5b-efc01fa84f08,97,240.8
8,0d26844b-e02d-487d-9b20-47c8e63b93f5,87,134.83
432,4ad861f6-04df-4dd3-a998-e6c41e02fa9d,84,12.16
352,d2548ee2-2cf9-4c4f-b300-62ebb63a2c33,93,762.81
252,0bd2a9b2-7a21-44c2-91b6-529ad0eeb20c,67,391.98
292,9f4b76ce-55ca-43a8-878e-9b49cab395c5,97,428.27
350,313b1bdc-ad7a-43f3-9dd2-334d977b61ad,77,547.2
222,b2eb29d2-a3e8-4efe-a42f-3b6d48349541,65,234.6
396,238609d5-118f-4b77-afeb-6dccf0c79f1d,26,770.55
131,8495b429-42f0-49b5-a0eb-fc1cb5ea86a5,90,422.54
49,45b8dda0-c98c-4300-99ff-6ccdabb1f079,12,918.54
360,5b785136-3e20-4494-a259-9183773969ad,91,804.64
179,bac4881a-ca1e-4366-8b33-ba18fd6339db,4,819.99
94,7e012a83-4559-4279-8fc2-b73764848710,63,100.86
485,67f431e6-2b73-4e86-b62f-c52eeb3d575b,36,800.9
126,83332132-4dcb-417e-8f3f-227e5525f0ef,1,823.24
18,6ae5c778-3e89-4ff5-ad30-914bd5b39945,18,360.55
231,a515fce6-0291-4010-815a-99ce89b9c8d9,10,872.67
483,10dfca1d-b88c-4cf0-b6e4-bd753c06163a,97,84.84
126,4acb1c8c-9a27-4cae-97f5-2b4bcabaeaa5,77,108.56
484,9b2db231-b3f9-4401-872d-2842b9bfc407,64,230.44
184,2129b263-1ce3-4a73-be43-64cb135c1cc6,84,405.33
41,85ee0e6a-8729-4d48-9dc4-0587b410adaf,20,590.5
151,bfd732bc-2269-40cb-886b-8e4f27208f2e,73,723.83
173,456bac3d-20b4-4c76-ae9c-0578d56e040f,97,611.33
3,6a164913-121e-472d-896f-de616bb2e0eb,12,304.4
335,31cbd61c-86f7-4ee5-bf8a-fe58c2858018,5,960.96
405,1061e467-e113-4fbe-a2c7-51c45260fbfa,35,412.54
216,38553155-3e25-457e-8734-f58c15e10752,16,404.4
481,72a37a5f-c2fb-4964-830c-c772db36a0a2,27,685.86
441,4ef35314-958d-40d7-b824-c465adf40ad7,68,806.71
500,0ebb720f-4395-4ab8-ab5f-6b998caa5110,32,88.49
346,eb53f363-8bec-4cab-b1ad-656db503d596,78,873.8
374,0248e6fa-0871-4dd8-85e6-bbd4af5dc867,43,427.61
320,1bdffe3f-93da-483d-b1e4-1154bddccbf0,21,925.68
126,b873a282-cd8a-49b7-aa7e-61ba088c2635,5,382.72
288,f7a5d0ed-ad65-4bf5-b66b-bfef562d0385,35,61.43
67,c2d9d086-9d85-46e2-afe7-c18b6ac22709,68,704.77
484,08f16e8f-bd92-4fc5-bac5-284af20f32e1,25,724.52
115,1991c452-ffce-454f-b91f-bac9a10fb34d,14,496.88
120,d8113ec5-90fc-415c-baee-7df5fc581c87,17,724.63
239,7da89b01-8e60-48dc-8d58-561952a952ea,9,643.61
348,e1b9b8ca-9e54-4c18-a118-982267486a42,98,333.4
478,6cc08954-66f6-4134-a0b0-0a01e1ba0871,37,466.56
339,76a1c76f-ac0b-41bc-a636-9416f70a2d69,26,119.54
328,4e07ec84-d2fc-464a-bd17-17d3d32c1a55,78,352.57
129,7d3dcf89-cfc4-49f1-a6ad-74b8dce9b6be,97,377.72
29,cf243840-8800-4fc8-8b7f-608767095944,74,832.12
67,d8221319-2d68-4dec-be84-3bc9fcedac00,32,352.8
492,5d5c32d8-79f1-4dcb-96ae-a11422679d89,35,94.89
461,5d3dfa59-d114-474a-968d-276e43799af7,81,937.35
494,c708c471-1275-48be-bf71-e90fd4d4ec05,97,31.24
263,9737b475-6b7c-40e7-988e-f7dd349e57bf,8,216.91
357,bca6a28e-0f73-4285-8761-c5b38b0821ec,4,960.87
153,78ee9e18-a849-4cf4-83fa-a3c38b47c5f9,58,821.83
371,404f94da-9cb7-4927-b956-d723bfb4a078,58,749
216,207d0c8e-a149-406c-b7bd-933ed2a5a913,93,66.49
123,c3494f68-6dc7-4d9e-9dbf-c6b5948a0b17,27,995.3
64,62bcc18b-eab9-4afe-adda-ad3115e59de2,36,389.76
295,3813d7c3-266e-49ed-bd54-5e7c37f749aa,38,982.4
209,f74a79ab-d396-454f-9ce3-d89cf3cf28f1,78,281.41
265,341366fd-8f68-4398-9983-1da3c22f21c0,65,478.54
65,28e78d71-d49a-4f70-8a95-172ddab69d30,43,941.34
5,421607b5-402a-4a26-8f25-51d206ecffa6,91,280.88
375,b7b8de62-69d9-470a-9822-43f7d1124c0b,31,416.13
278,093f1e19-0415-48f9-833e-edcd366446c3,49,620.77
432,511a1b04-2050-461a-a11c-0a9114ae740f,69,25.27
334,4dce3533-9e0d-43c9-bd74-3504276b1ef2,36,401.66
123,5616cd68-3830-4755-a6ec-8f6742f1752d,78,358.16
69,84a40c4e-d593-4316-8aaa-7244fc0a67da,57,942.88
49,c46f0b06-07d9-4287-8cd8-a8d23955455d,66,509.2
193,d15e3c73-bbca-45da-be16-b3c5d6cf90ca,18,171.65
219,27ec9392-fe79-4552-890f-4447b0a80fde,37,694.76
187,c52465ee-4d49-4f05-ad18-105312158349,76,676.1
112,e624316d-ae4d-46e6-973d-59f34cb83ac1,7,855.23
140,4d2a14bf-5755-4366-8f60-521ef7f78681,95,829.23
430,abe2b10f-6cea-42e4-a014-775032a854ce,46,233.93
276,a35cef95-205e-4e30-b184-559238c302a0,35,60.51
63,fcb8b685-d6b0-4b2e-b42d-7cc19eba2c66,70,267.5
429,fabb0839-9eb5-4f43-b640-2ad991022324,79,813.18
63,31bbec42-a205-46db-a88e-9ef335d6560a,63,979.59
437,82b78c01-b6d7-435d-b1c4-718d24babd7f,96,330.2
270,79bb4875-65a6-4877-a48f-da3d5b1f786b,99,281.27
404,93e1bd9f-35c3-40fc-81a1-45dc49f88e66,52,805.95
493,37f82edd-573b-4d8f-a601-086951bb4a66,4,798.73
494,a8a85177-7d1b-4a21-a3ae-14381744e364,89,362.59
112,95dd7d7a-574d-4e2e-bc44-0d27e7b27e95,25,67.71
463,c8fe32a0-b36d-42c0-b384-a46f8811add1,95,608.98
106,9681f176-dd35-4663-8b0c-9aac1f38e5fe,62,722.73
84,c4d9d4bf-50f5-4b3c-bfc4-9dc3e1ec6598,2,327.63
345,1acef94b-4169-497a-bf98-1bb7d839bd9b,68,891.46
21,07ddd66b-e17c-40cd-9357-8da53b516c25,53,207.33
469,234df68d-e18a-4dcd-b74e-5139779f39b3,17,26.84
111,05bb3067-1bf4-4c3b-b1ee-05e81af8916e,31,909.59
224,a00a8b0a-c5b1-45f8-bd63-082082a1ccd6,94,366.4
416,fd383ac5-02d9-4009-bbf0-e52d663bbf32,75,771.9
413,021de439-972c-4d3d-be89-2ad8c4a65e2d,19,607.98
268,1cc6f787-08f8-4b80-a8a8-03cdbe8fab99,28,829.5
327,d36450e4-6912-4cad-8f8d-d9c562f85ec2,25,906.3
425,c1d01e87-60fa-4cfc-9af9-856df137c277,40,295.68
331,c8d78f24-6e36-4ea6-b602-540fafa1051b,26,522.3
371,a6fd4f83-93ad-4418-94a7-ff842edf9338,92,965.87
187,ef1593c2-8e97-4584-9e01-56fecd7973bb,47,607.84
405,67f59b99-1dc0-4811-be6a-bf1d0607b9a4,87,553.38
58,8b671ecc-fe88-4213-bd0c-e62ba847c186,26,337.87
336,7c3cd1bb-64a9-46ad-a8a5-130da9232797,98,705.3
325,03342d11-0439-4ed5-9b2d-2b6ab1d554a6,19,389.3
59,de7b3704-705d-4e51-9401-47b4b3080835,47,605.25
305,4c084889-7c01-49ba-b07e-2850b352a4b9,96,616.44
171,5b8c5a81-fbe7-48d2-9c90-3f0101b8b058,54,63.32
202,860d8ec6-02a1-4c32-8634-b7d4ed0c255d,87,70.85
190,b532d65b-40d7-4c24-a296-a66fba4c832d,49,676.32
260,e73fc28b-79c2-4c97-956d-8330b37ff8e6,49,900.16
231,68570733-6176-43d0-8fe0-568c6e34af0c,96,620.36
214,90b5d343-d6b5-4038-8fd8-1eee1281d3ae,22,506.61
116,12f2efa3-a9c8-4bb3-b2a9-ef0534e4bb25,84,560.2
100,5209b966-2244-466b-a0ea-a14dd8104308,59,140.71
79,a4c69ec1-17dc-4975-8c54-65752f10bcd7,5,680.23
414,172eff13-3093-4233-b561-14809a7b8e94,56,341.68
396,558bffdf-81c9-4814-b5da-d91b6f749f55,71,118.17
448,888ff4e1-5aea-469b-82fb-23f7ac95f633,79,216.1
383,930fcf13-f65d-4ef6-bbe8-edbb195baa5e,73,700.62
160,ee2a4620-110b-4254-89c3-05f597987c84,74,756.15
306,9e8d2415-99b6-41fd-abbe-877a749826fa,79,574.7
410,d5a1de2c-dc22-40f8-91d0-061ebc7a51fd,90,480.84
190,57379bc8-3882-44b6-831c-4a3a991860c6,67,736.62
302,c37affe7-9b55-475c-9669-d58b7822507a,25,332.61
393,036966d4-4b67-46fd-82b6-bb7cdc31eb87,74,597.31
286,c17fea0c-0d6c-48b7-af8d-60ee7226df04,42,464.83
241,1fee03a6-d711-4a25-9820-6d27bbda5a15,66,523.23
38,135b185d-850b-4a28-8845-792fa431c9c0,90,349.15
219,2b672fde-b32d-4bde-b3cf-65611f04bee3,77,770.5
473,42306739-4624-4aaf-9704-505ff67b8d29,75,32.8
234,c58dca05-d686-4e84-ae4f-e30bfdb0b5ca,96,692.48
409,e981abd1-4627-44f7-b6b5-490ffa7c82c1,17,931.64
121,92da0b5d-daed-4bd5-ab4c-36cf1dfc697d,45,370.4
463,dbf0698e-7322-4d6a-9b37-1d41dac95a14,32,463.36
458,d5d593c4-2f15-4e31-9fc3-569b36a8a1dc,19,815.21
185,a1f349af-0215-4ca9-8ab0-30e079ba09cb,83,22.6
399,95762b25-a210-42f4-8f6b-38ad491cddee,5,842.15
321,3802aa75-28d3-4707-8b82-aa53da2d1743,80,694.88
405,25f4d5d9-3f7b-4863-ab50-9f1a3673f158,94,563.45
74,302ed0b6-afb1-4721-b8b5-c3045b41097b,96,314.11
446,32ae9216-b740-4c06-95e9-7d688cbca6ff,22,145.68
414,aadba7a3-7909-48bb-abba-484d50ef0c2e,15,444.53
47,34c9e30c-58aa-4c1d-9bef-87f9c4ad8b0c,78,761.11
440,a227c4e9-c801-410f-ad96-fe2945fff523,36,295.56
414,34fa948a-3cde-4deb-89e4-7288cb32faf5,99,328.3
239,47c818e6-78d0-47a9-ab68-55ae18391a41,64,251.17
416,45f00d43-fe35-4cda-9fac-71b5571497ab,39,228.3
157,5946d1fd-c9b9-402d-973f-f92cb4350057,79,129.46
4,55622f33-1d52-4fc1-9abe-58023dce7319,54,606.6
52,b21feb7e-eb40-4b3a-a0ee-85b1e5ac7c29,13,662.7
117,6a7f6d3c-2dd4-4aeb-b904-05c3a6360a08,34,911.69
229,6212f6fb-b7ec-4a22-a907-1fd56506918f,58,755.3
100,a469ea1f-22b9-46f9-85ee-ee940664baca,75,406.87
384,040b596a-1555-4197-90d4-10b877303c28,65,649.71
274,00b448cc-968b-4b22-a119-24ab6ea3e000,64,800.3
181,79382507-66c4-4c77-9ac0-1f45c6fb079a,41,290.65
236,04a1da28-07b2-47de-ad8f-e2d8c4324a62,73,351.4
427,8e482d0a-9ca4-45bd-b6fb-d5c0cb5b10fc,8,169.36
278,a0f8fdf1-b56a-4a0e-84eb-7e456505c5db,38,65.98
479,8411e885-e59c-4f06-b066-c101100cff3f,15,178.61
448,c5f4803d-1a06-4200-8306-b0b3f57d543f,17,716.32
230,07d20c37-d4e3-4872-9033-212e675a4a29,30,477.53
215,fde0f46b-c14f-4735-960b-199f58e9cc66,82,721.1
432,44c0d1e3-9a8e-4ffe-b5c6-4b4bfc6d4f0e,29,968.94
242,c6281010-5b14-4be4-b1e1-84af83ec6228,44,769.32
357,e9b1df0b-40b5-480d-8088-58ac3fb2f0bb,36,722.83
243,768621b0-f45b-4c01-a41f-5cfff29dc39d,59,365.55
293,d1a410fd-5450-497e-8b7d-0e256608ded7,9,165.46
39,4b6072b8-2c38-4237-963b-d7e4326144c9,29,649.6
350,46d56580-4433-4ceb-a46a-7e2ef4388471,80,531.59
372,3185ace1-8ad5-4b3a-8bdb-bd4063ea1738,32,80.9
341,d25c62b6-c59c-481c-be8a-49a8db751d75,14,875.78
154,4f53dab0-0a3c-45d0-8a94-4c2d1a342588,33,944
205,acc6f5c6-c228-4f49-b446-fed20bced582,38,440.57
403,e38f62a7-bf96-475d-9f0c-c8bb0fabf5a4,7,828.36
352,20b6df2f-7db6-45fe-b8c6-8a022738f0f7,60,38.96
126,964f2994-d616-4b58-adf0-db4b9f76994a,70,419.85
159,395e7892-8f21-4a38-b715-f425c9e7bbd5,18,957.52
427,62dd845c-dabd-4e98-9951-54e7e34522bb,78,101.74
234,74f43168-679c-474e-8e79-ce99e8ad8e32,65,981.27
386,76d3012d-b2cb-4216-a714-c669622d54f8,58,794.7
307,43ca7847-7b71-4df3-8ad1-b1c9af97269d,73,869.17
148,b1e5c5f6-ce46-47b3-bdae-38a02ff5e98f,50,69.51
275,988139da-61bf-402e-a8c7-061e76546b90,70,695.39
121,8dc6337f-f7d4-4dc4-a67f-f466ca54e24e,5,677.92
342,5779df82-2c69-4d38-808c-ee09fefd6d53,43,180.26
270,a400ceea-f152-4a60-85e6-309486696b5e,80,5.67
69,afab4ad1-a143-4845-90d9-18d8b3a6603e,40,599.98
260,5af74a9e-4b95-4cfc-911c-d36528fe0b9a,86,656.2
282,c8f6b816-4e72-49f0-846c-7a85940e76af,64,810.86
419,df05612d-0647-4c79-baa4-bac9e0536418,18,229.11
244,651f6caa-3270-40f0-8c9c-a977ab765815,94,780.14
52,d31f62a1-bd07-48b5-9b5a-50119a7648c3,11,649.37
146,4949338e-b6d0-436b-a49b-ab4983452ad2,75,786.96
318,fd35e637-c2a9-4fed-ad93-e52d15aeb882,62,158.82
27,70eefac1-24d1-440e-be7b-beb830c04e1a,36,285.17
349,8079194e-cfc8-4c5a-8bab-7a91f18fa367,62,413.2
203,6f2fa69f-7c14-4779-8c23-523e8fc50a81,34,88.5
444,89326b76-3754-4f51-a54e-17f88b4c7d0a,39,983.16
315,0402a338-0dcd-46a5-aff0-ce0b4b1fae00,82,320.46
338,e21b9660-e302-4b6e-b93f-6aefd16e289d,47,346.98
415,56569d1c-0fde-4bda-b4c6-cce40343ba82,81,710.18
408,5fcb53b1-7e4e-4013-a97d-d74b8e0be40d,53,468.9
379,0a4fda7a-d1ea-461d-9bdd-945080560c5a,10,749
333,b5efe37c-f930-49f2-bc7e-0e7ca032224f,5,550.82
20,f2756954-3cd3-4c05-961b-21346d26a77d,15,492
250,154b73c8-38b3-429f-8a0e-8a2382749b8e,59,929.63
463,528cc70b-5693-4d0c-ba95-7919bb087d02,99,313.59
460,2fac82a5-2e62-4556-8efe-d07c2aafc14b,79,690.78
1,8bfdc5da-2e96-4324-924f-19b48652bf5d,85,794.75
80,798e7c74-b35c-4d09-b461-bfb09ebdcb68,86,46.76
202,ce9880d1-cb57-43a4-9d96-4f8dbd636809,60,181.42
145,b5bace63-3d2c-4a7f-b6f2-70e313c5cdab,76,665.91
323,5edc4015-b6a2-4144-bb81-63d2628ed9cc,13,522.7
418,062f0d19-c32d-4cbb-9cc7-e71d71c0d337,3,870.66
207,39e7b2c8-ffb1-4d8d-a92c-cea76fea661f,74,685.96
354,6520b5d3-c140-4246-8d77-c31af98f0848,60,4.49
101,07150983-aa54-4305-8a66-422cfb23021a,23,819.64
18,78b82c36-0ff2-4002-a368-e8f8e6f0a2c9,92,913.34
98,15633115-41f9-44c9-a459-65add7729b6d,6,770.57
139,5169b8c4-fd6d-4c70-b49d-f4edb3655a49,2,244.75
286,3a109a5d-2d58-4a6a-8103-5c01fc085028,51,994.93
349,9513bf77-10ba-4613-a210-a8b5d038d4a6,94,378.32
115,05df170b-9c77-4f37-9f9f-34cc220a8d7e,6,622.53
159,be4faa44-c6b0-4997-971c-72d14fb823b8,65,747.31
54,d7a0b16e-1cc0-4011-bd1e-582e12ea1396,59,735.8
16,bdf62239-fef9-4a80-8e4a-98668dcc8df1,74,519.93
150,f9d9e22c-c3a3-4706-bd05-ff007c76efb7,85,651.95
166,abaa3ddd-4708-436d-8473-dd7e6afe7dd9,54,239.2
385,e4e9ce56-ecf2-4094-809e-b17b2a3c66b7,26,480.33
306,edcd7192-2977-483a-a10a-15b5305a4fd7,5,510.3
325,653828da-8a0f-476c-aa7e-15464469c6ef,83,829.22
245,450c6179-9d2c-491e-9785-ae04c2d127fd,47,672.7
470,e835937d-b513-471b-991a-630049551ed2,25,464.83
435,404c19f5-c8fa-4936-89dd-8e5f83f53ef1,74,298.48
90,d60b0bea-a112-4337-b739-23bb610cc304,17,484.35
431,f0aa0675-e2c4-4c7b-b5d1-a0577f960c4b,23,450.67
33,727fe021-4dc1-4b2e-acf6-a719919aad9b,54,378.61
305,b075c355-6fd5-401c-ad2e-ce86a50042f3,88,535.19
326,f41637ac-053f-401c-bf86-ca55d2db9be0,5,547.39
211,6034cec3-704f-4da0-9278-48ae5712d60a,27,287.12
324,d017e9a3-15d1-4b79-9cf6-a2292c8c0fbe,10,582.27
436,0d18fb41-1bd1-414a-8c64-81b7b44f3712,65,322.31
50,868f70a6-4286-4b61-a26f-1ce0b5b0024b,91,728.21
472,08f52078-bd4c-4fec-929f-bc1f3bf01a13,51,978.8
247,5ed12bfd-6d7a-4b90-bfac-5eeeb9bd8a70,5,452.86
136,64b50425-9310-4415-85aa-b9a790bb1c1f,61,341.4
231,817c24dc-a733-4787-860d-4835a903ce6e,94,231.17
7,dd74ac51-3078-4f0f-9c47-eb99cd233661,46,832.99
222,838303f6-9584-47da-9554-587b098bfc2b,28,93.2
354,f331c7f0-5053-4595-b85f-35a8f1c0be91,86,998.5
346,c1f7b7d6-4277-4656-8cd7-50768b68d64c,63,408.25
20,753754e9-d7c9-49cc-ad8d-2cdd0712668a,87,218.97
30,4712fcf2-b04f-43e3-9c33-1c1c4f0a7801,94,728.38
485,65cae49e-2ed4-4b08-ae5a-c0a6b413c8cf,23,655.44
221,27bd9c7c-e065-4bd5-8ff2-cf2ba06935b6,68,785.56
284,89787fa1-f081-45e0-b790-29b36f7d1f2c,14,70.7
187,81e2fb6a-167c-44af-86b6-28f44ef08663,25,115.35
165,44eff8f1-de7f-4a2b-a8c5-8d181d1cfae3,100,283.67
384,56f2aa57-3024-4196-9c4a-4c1cf43f2879,47,803.9
345,c216d1d6-089e-4532-a857-c8dd6b1f4d1f,39,834.34
384,235aa16b-c03c-4b5d-986a-cc521213ab64,54,512.98
452,b279a595-6265-494c-8916-ac6f5ae173ad,55,196.29
435,32a16ad9-1019-44db-ac1f-a6a312615635,44,940.95
68,e433f555-4467-4032-8c92-c609ff8fbfb5,90,337.19
14,7d59e7ac-3531-4146-841d-813392326e15,2,6.52
170,77a55b6c-a02c-473b-9d71-c981dd908ee9,64,533.58
278,e62ea88f-42c0-4512-a807-504cc62f8f64,89,104.39
179,7005b589-8e1a-4f6c-8baa-ff59305edeab,39,817
130,df8ff862-347d-4e85-910c-7497e7278fe1,18,34.11
362,e2cf2188-d32d-411e-9832-a7290159c179,39,525.17
20,66510430-3c0b-4f6c-b41b-e33fff9fa88f,33,71.93
325,ec9dede7-3f46-47f7-9798-ac91aa89c233,15,816.85
340,94a58e4f-c1e7-4852-a128-64f945f70654,5,661.44
188,98e86510-d713-4829-ade7-1babd43fbfdf,89,711.44
64,1fb5adda-c5f0-4d5e-8aa6-1f40b5a3209f,67,941.81
136,3fec500d-8aa9-4536-ac12-e7f6c572796b,27,160.65
430,1c4c86cc-64ca-4dab-b68a-ee88ad7ee60c,37,407.74
348,8122c6d5-d36a-4589-8320-e32e2aa55be7,72,154.47
